Int_no,Rue_1,Rue_2,Arrondissement,X,Y,long,lat
2021,Christophe-Colomb,Henri-Gauthier 30 m au Nord,Ahuntsic - Cartierville,294504.07,5045936,-73.631869715701,45.553260437743
2028,Cathédrale,Notre-Dame,Ville-Marie,299899.55,5039557.06,-73.5627009661217,45.4959191138849
2039,Maisonneuve,Prud'Homme,Côte-des-Neiges - Notre-Dame-de-Grâce,296462.79,5036938.36,-73.6066295815262,45.4723222864667
2047,Berri,De La Gauchetière,Ville-Marie,300413.66,5041458.52,-73.5561399666006,45.513032677802
2076,Querbes,Van-Horne,Outremont,296053.98,5042655.26,-73.611959990645,45.5237603590311
2086,20e Avenue,Beaubien,Rosemont - Petite-Patrie,298482.03,5045808.86,-73.5809186442421,45.5521638410887
2151,Hochelaga,Joliette,Mercier - Hochelaga - Maisonneuve,300785,5045213,-73.5514180291271,45.5468191677958
2167,Garnier,Saint-Grégoire,Plateau Mont-Royal,297986.79,5043992.09,-73.5872362328701,45.5358112305461
2179,Saint-Jacques,Sortie A-20 (int. Nord),Lachine,293008.82,5033593.19,-73.6507241296176,45.4421710915383
2190,Jean-Talon,Viau,Saint-Léonard,298205.35,5048339.5,-73.5844964036375,45.5749327964941
2232,Parc,Pins,Plateau Mont-Royal,298695.26,5041304.3,-73.5781315172582,45.5116320173726
2303,Chomedey,Maisonneuve,Ville-Marie,298241.04,5039087.6,-73.5839152087657,45.4916810895
2363,Côte-des-Neiges,Swail,Côte-des-Neiges - Notre-Dame-de-Grâce,295407.31,5039502.83,-73.6201777747454,45.4953851191954
2371,Assomption,Sapins des,Rosemont - Petite-Patrie,300122.11,5048170.28,-73.5599356004298,45.573425627455
2376,Kent,Victoria,Côte-des-Neiges - Notre-Dame-de-Grâce,293963.38,5039441.84,-73.6386512010848,45.4948153751008
2386,Bellechasse,Louis-Hémon,Rosemont - Petite-Patrie,297774.29,5045051.59,-73.589972280813,45.5453428825012
2410,Chabanel,Parc,Ahuntsic - Cartierville,292714.72,5044270.75,-73.6547464172661,45.5382472144692
2435,Beaubien,Saint-Dominique,Rosemont - Petite-Patrie,296374.71,5043445.08,-73.6078678361006,45.5308714065368
2437,Saint-André,Saint-Antoine,Ville-Marie,300700.69,5041575,-73.5524672974599,45.5140825589439
2465,Cartier,Sainte-Catherine,Ville-Marie,300757.73,5042597.36,-73.5517456713018,45.523282498032
2479,Maurice-Duplessis,Saint-Jean-Baptiste,Rivières-des-Prairies - Pointe-aux-Trembles,301537.34,5057714.55,-73.5418667916052,45.6593154155203
2656,Saint-André,Viger,Ville-Marie,300642,5041613.5,-73.5532188002558,45.5144286501873
2699,Chemin du Golf,Gouin,Ahuntsic - Cartierville,286915.64,5043106.33,-73.7289579324246,45.5276446797072
2773,Henri-Julien,Jarry,Villeray - Saint-Michel - Parc-Extension,294651.81,5044607.11,-73.6299499187393,45.5413048062632
2796,Henri-Bourassa,Métropolitain Est,Rivières-des-Prairies - Pointe-aux-Trembles,303545.08,5057898.56,-73.5161037401312,45.6609777072725
2815,Ozias-Leduc,Perras,Rivières-des-Prairies - Pointe-aux-Trembles,295832.53,5054164.6,-73.6150060269448,45.6273220100004
2850,Clark,Maisonneuve (int. Nord),Ville-Marie,299600.9,5041181.97,-73.5665393948257,45.5105385814755
2869,Commune de la,McGill,Ville-Marie,300668.93,5039874.43,-73.5528594713579,45.4987799266131
2901,Maurice-Duplessis,Pierre-Baillargeon,Rivières-des-Prairies - Pointe-aux-Trembles,298833.28,5055715.57,-73.5765410419164,45.6413102300616
2947,Acadie,d'Anvers,Villeray - Saint-Michel - Parc-Extension,293793,5043198,-73.6409154754878,45.528612098242
2964,Boyer,Jarry,Villeray - Saint-Michel - Parc-Extension,295003.95,5045283.3,-73.6254542286176,45.5473944365979
2973,Mentana,Saint-Joseph,Plateau Mont-Royal,298154,5043265,-73.5850854148876,45.5292702179574
3007,Saint-Denis,Sauvé,Ahuntsic - Cartierville,292552.4,5045586.75,-73.6568577705617,45.5500861841866
3028,Bercy,Rouen,Ville-Marie,300520,5043998,-73.554801123196,45.5358845757345
3046,Côte-Sainte-Catherine,Davaar,Outremont,296152.98,5041593.53,-73.6106739377752,45.5142077353876
3052,Mentana,Rachel,Plateau Mont-Royal,298914,5042775,-73.5753496369387,45.5248678424125
3060,Boyer,Saint-Zotique,Rosemont - Petite-Patrie,296544.7,5044304.58,-73.6057059698666,45.5386075354051
3064,Crescent,Sherbrooke,Ville-Marie,298595.82,5039897,-73.5793863976612,45.4989676661034
3097,Belgrave,Saint-Jacques,Côte-des-Neiges - Notre-Dame-de-Grâce,296020,5036189,-73.6122792892773,45.465573768563
3165,Collège,Décarie,Saint-Laurent,291121.35,5041071.4,-73.6750593808572,45.5094288666645
3231,Assomption,Marseille,Mercier - Hochelaga - Maisonneuve,301235.39,5047647.55,-73.5456678614673,45.5687285289578
3308,Industriel,Pie-IX,Montréal-Nord,294661.28,5049342.44,-73.6299268331496,45.5839149249659
3329,Bernard,Outremont,Outremont,296245.72,5042151.48,-73.6094966897511,45.5192295321414
3443,Bélanger,Langelier,Saint-Léonard,299521.68,5050045.59,-73.5676488846866,45.5902959328268
3471,Bloomfield,Van-Horne,Outremont,295968.28,5042527.5,-73.6130547530004,45.5226096453878
3473,Jean-d'Estrées / Murray,Notre-Dame,Ville-Marie,299817,5039377,-73.563755359474,45.494298270635
3527,Papineau,Ville-Marie,Ville-Marie,301076.76,5042279.87,-73.5476593123562,45.5204273738121
3628,Chabanel,Jeanne-Mance,Ahuntsic - Cartierville,292772.39,5044409.99,-73.6540114027954,45.5395011414022
3636,Chambord,Saint-Joseph,Plateau Mont-Royal,298362,5043580.8,-73.5824266484207,45.53211385788
3686,Stuart,Van-Horne,Outremont,295768.77,5042199.5,-73.6156026286764,45.5196556195314
3720,Beaubien,De Gaspé,Rosemont - Petite-Patrie,296449.21,5043560.08,-73.6069159851168,45.5319071157341
3743,Albani,Beaubien,Mercier - Hochelaga - Maisonneuve,299899.13,5049394.83,-73.5628048195958,45.5844429669226
3757,Clarence-Gagnon,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303168.06,5047844,-73.5209081939176,45.5705034647319
3803,Mont-Royal,Resther,Plateau Mont-Royal,298433.32,5042851.59,-73.5815040517933,45.5255528041824
3853,Bélanger,Boyer,Rosemont - Petite-Patrie,296276.2,5044474.08,-73.6091469547774,45.5401295237128
3936,Bélanger,Chatelain,Mercier - Hochelaga - Maisonneuve,298981.27,5048896.07,-73.5745612772462,45.579947903942
3944,16 e Avenue,Rosemont,Rosemont - Petite-Patrie,298750.5,5046299.57,-73.5774862331003,45.5565818008039
3983,Bannantyne,Église de l',Verdun,298883.32,5035917.72,-73.5756597158473,45.4631627828387
4005,55 e Avenue,François-Cusson,Lachine,287363.86,5035115,-73.7229359233032,45.455747013453
4032,Montigny,Saint-Urbain,Ville-Marie,299620.35,5041057.43,-73.5662891534672,45.5094180638161
4081,McGill,William & Place Youville,Ville-Marie,300405.16,5039994,-73.5562356331681,45.4998542574437
4123,Henri-Julien,Pins des,Plateau Mont-Royal,299119.73,5041994.22,-73.5727069363414,45.5178437831613
4175,Carillon,Notre-Dame,Sud-Ouest,297362.6,5036541,-73.5951153740344,45.4687568176436
4320,Bellechasse,Boyer,Rosemont - Petite-Patrie,297061.91,5043974.32,-73.5990780841652,45.5356416723746
4323,Chabanel,Saint-Urbain,Ahuntsic - Cartierville,292930.66,5044791.24,-73.6519940343622,45.5429344721427
4387,Brennan,Nazareth,Ville-Marie,300521.84,5039419.5,-73.5547376073042,45.49468538163
4426,Langelier,Métropolitain Sud,Saint-Léonard,298737.97,5050366.22,-73.577697171577,45.5931746623611
4427,Musée,Sherbrooke,Ville-Marie,298583.7,5039879.14,-73.5795412542778,45.4988068462941
4479,Henri-Bourassa O / Hymus,Sortie voie service A-40 dir.E,Saint-Laurent,284025.91,5038692.5,-73.7657652935127,45.4878474604402
4481,Angrignon / Trinitaires des,Newman,LaSalle,296219.69,5034207.19,-73.6096910628015,45.4477429583371
4510,Gouin,9650 Ouest Gare Sunnybrooke,Pierrefonds - Roxboro,282576.4,5040554.69,-73.7843931523457,45.5045594122481
4582,Durocher,Van Horne,Outremont,296096.41,5042722,-73.6114180201089,45.5243614419682
4643,Cartier,René-Lévesque,Ville-Marie,300958.86,5042462.08,-73.5491699182389,45.5220663323184
4672,Notre-Dame,Station Chemin de la(face IGA),Sud-Ouest,298257.95,5037580.06,-73.583678776636,45.4781157258924
4714,Papineau,Approche Sud. P J.-Cartier,Ville-Marie,300407,5042731,-73.5562366117834,45.5244829212498
4731,Jarry,Provencher,Saint-Léonard,296928.25,5048183,-73.6008571776665,45.5735112868098
4794,Acadie,Ogilvy,Villeray - Saint-Michel - Parc-Extension,294816,5042762,-73.6278098200902,45.5247042138565
4813,Duke,Notre-Dame,Ville-Marie,300014.85,5039856.22,-73.561228627737,45.4986118857157
4852,Jarry,Langelier,Saint-Léonard,298432.09,5050555.08,-73.5816201017822,45.5948713432975
5006,Bellechasse,Saint-Laurent,Rosemont - Petite-Patrie,296570.85,5043218.2,-73.6053528753628,45.5288321993797
5229,Pie-IX,Prieur,Montréal-Nord,294300.6,5049826.34,-73.6345593066598,45.5882638394191
5268,Bernard,Bloomfield,Outremont,296337.82,5042297.35,-73.6083203099744,45.520543250869
5331,Masson,Molson,Rosemont - Petite-Patrie,298764.11,5044914.37,-73.5772948200005,45.5441174083665
5371,Beaubien,Boyer,Rosemont - Petite-Patrie,296814.8,5044131.58,-73.6022446266295,45.5370539669508
5479,Inspecteur,Saint-Maurice,Sud-Ouest,299970.26,5039674,-73.5617973873843,45.4969718839492
5643,Albani,Rosemont,Mercier - Hochelaga - Maisonneuve,300329,5049189,-73.5572941395035,45.5825937429086
5653,Van-Horne,Wiseman,Outremont,295816.81,5042279.5,-73.6149891689265,45.5203761109991
5721,Crowley,Décarie,Côte-des-Neiges - Notre-Dame-de-Grâce,296644.09,5036930.37,-73.6043106983151,45.4722525297047
5725,Lacordaire,Saint-Zotique,Saint-Léonard,299406.6,5049084,-73.5691131723218,45.5816423818263
5770,10 e Avenue,Notre-Dame,Lachine,291294.38,5032790,-73.6726173165324,45.4349125731779
5843,Fleury,Pie-IX,Montréal-Nord,294458.43,5049613.17,-73.6325320639319,45.5863480422269
5852,Laurier,Querbes,Outremont,297161.09,5041952,-73.5977766591267,45.5174451629978
5855,Nazareth,Ottawa,Sud-Ouest,300295.51,5039601.39,-73.5576350911038,45.4963206831103
5914,Fleury,Saint-Michel,Montréal-Nord,293595.61,5048871.75,-73.6435724666037,45.5796631775905
5923,Mill,Riverside,Ville-Marie,300765,5039004,-73.5516230428901,45.4909479771085
5979,Albert-Hudon,Maurice-Duplessis,Montréal-Nord,296029.57,5053169.23,-73.6124611239895,45.6183679643642
6044,Jean-Talon,Lacordaire,Saint-Léonard,298503.2,5049249.49,-73.5806918216242,45.5831239195231
6152,Edouard-Montpetit,Vincent-d'Indy,Outremont,296033.7,5041145.47,-73.6121925985751,45.5101744236308
6155,Charlevoix,Rufus-Rockhead,Sud-Ouest,299046.91,5037900.3,-73.5735910199575,45.4810043395149
6189,Carlton,Côte-des-Neiges,Côte-des-Neiges - Notre-Dame-de-Grâce,294338.46,5040196.7,-73.6338682765009,45.5016136415442
6207,Forest,Pie-IX,Montréal-Nord,294372.7,5049728.58,-73.6336331951362,45.5873852530405
6283,Clark,Montigny,Ville-Marie,299670.13,5041138.18,-73.5656529142749,45.5101450536472
6379,De Contrecoeur,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302766.43,5052437.26,-73.5260729527804,45.6118338921205
6414,Henri-Bourassa,O'Brien,Saint-Laurent,289355.23,5042981.66,-73.6977222517595,45.5265811856009
6469,Monk,Notre-Dame,Sud-Ouest,296974.6,5036300.5,-73.6000735890455,45.4665884454489
6510,Gouin,Lacordaire,Montréal-Nord,294415.06,5053252.5,-73.6331653207925,45.6190949907719
6602,Angrignon,Saint-Patrick,LaSalle,295070,5034634.99,-73.6243971796592,45.4515774541945
6735,Langelier,Métropolitain Nord,Saint-Léonard,298642.72,5050428,-73.5789187709249,45.5937297391802
6736,Jean-Talon,Langelier,Saint-Léonard,298943.38,5050240,-73.5750629153358,45.5920406596207
6823,Langelier,Maurice-Duplessis,Montréal-Nord,295845.85,5053031.9,-73.6148143948842,45.6171298939746
6856,Outremont,Van-Horne,Outremont,295877.31,5042384.5,-73.6142166529718,45.5213217182708
6919,Lajoie,Outremont,Outremont,296099.34,5042244,-73.6113720252867,45.5200602515191
6940,Henri-Bourassa,Langelier,Montréal-Nord,296381.79,5052312.65,-73.6079299131344,45.6106646105126
7039,Gouin,Langelier,Montréal-Nord,295131.83,5053995.86,-73.6239889978076,45.62579425159
7078,Érables,Saint-Joseph,Plateau Mont-Royal,298802.57,5044242.1,-73.576794070907,45.5380684117615
7084,Côte-Sainte-Catherine,Laurier,Outremont,297053.22,5041793.5,-73.5991548685435,45.5160177272116
7148,Côte-Sainte-Catherine,Stuart,Outremont,296505.72,5041716.05,-73.6061612696687,45.5153145038006
7149,Bélanger,Lacordaire,Saint-Léonard,299135.74,5049212.05,-73.5725855621,45.5827924612531
7157,Côte-Sainte-Catherine,Saint-Joseph,Outremont,297228.44,5041806.5,-73.5969123451689,45.5161366310667
7164,Fleury,Récollets des,Montréal-Nord,294294.58,5049493.47,-73.6346292979455,45.5852684934134
7195,Beaubien,Galeries d'Anjou les,Anjou,300401.43,5050581.93,-73.5563785241409,45.5951281928949
7196,Cavendish,Thimens,Saint-Laurent,288672.99,5040270.3,-73.7063669653334,45.5021679577194
7197,Marcel-Laurin,Saint-Louis,Saint-Laurent,290947.38,5040506,-73.6772698685593,45.5043377482795
7198,Bégin,Thimens,Saint-Laurent,287982.51,5039521.28,-73.7151768584696,45.4954116921469
7200,Félix-Leclerc,Henri-Bourassa,Saint-Laurent,286459.23,5041110.72,-73.7347262293254,45.5096756619892
7201,Henri-Bourassa,Thimens,Saint-Laurent,285973.69,5040611.73,-73.7409209884834,45.5051726408858
7202,Poirier,Thimens,Saint-Laurent,287283.54,5039458.47,-73.7241177485665,45.4948293078635
7205,Dollard,Vérendrye de la,LaSalle,295241.28,5031492.5,-73.6221463606661,45.4233020790869
7206,Patricia,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,293752.84,5035047.06,-73.641246159884,45.4552658780498
7207,Métropolitain Nord,Provencher,Saint-Léonard,297092.62,5047997,-73.5987482491026,45.5718394416828
7208,Métropolitain Sud,Provencher,Saint-Léonard,297132.4,5047969,-73.5982381425559,45.5715879284761
7210,Jean-Milot,Newman,LaSalle,293878.66,5032117,-73.6395724360621,45.4289017111711
7211,Côte-des-Neiges,4595 (accès cimetière),Côte-des-Neiges - Notre-Dame-de-Grâce,296303.4,5039561,-73.6087134938364,45.4959200444731
7216,Dickson,Ontario,Mercier - Hochelaga - Maisonneuve,302427,5047481,-73.5304007908604,45.5672349405685
7276,7e Avenue,Sherbrooke,Rivières-des-Prairies - Pointe-aux-Trembles,303653.42,5055718.54,-73.5147083334889,45.6413616483947
7300,13ème Avenue,Notre-Dame,Rivières-des-Prairies - Pointe-aux-Trembles,305580.7,5055711.08,-73.4899851886962,45.6412950295918
7708,83e avenue,Antoine-Chaudillon/Notre-Dame,Rivières-des-Prairies - Pointe-aux-Trembles,305652.86,5061181.67,-73.4890499278463,45.6905202567778
7712,Arcade,Saint-Laurent,Plateau Mont-Royal,296713.51,5043116.52,-73.6035248094899,45.5279189143701
7721,Assomption,Jean-Talon,Saint-Léonard,298493.09,5049037,-73.5808186350565,45.5812117799986
7733,Atwater,Henri-Duhamel / Joseph,Verdun,299201.88,5036940.03,-73.5715977691897,45.4723646434853
7782,Beaubien,Roseraies des,Anjou,300505.28,5050754.22,-73.555048946666,45.5966791555708
7821,Beaufort de,Bélanger,Anjou,299804.73,5050671.88,-73.5640276223961,45.5959335575384
7823,Bélanger,Daveluy,Saint-Léonard,299482.16,5049872.5,-73.568153502144,45.5887381182598
7824,Bélanger,Dumesnil,Saint-Léonard,299424.41,5049725.5,-73.5688920081802,45.5874149257992
7825,Bélanger,Galeries d'Anjou les,Anjou,299870.73,5050812.89,-73.5631830819756,45.5972028755554
7826,Bélanger,Halles des,Anjou,299775.9,5050630.55,-73.5643967296383,45.5955614510038
7828,Bélanger,Valdombre,Saint-Léonard,299240.97,5049383.75,-73.5712390306145,45.5843383175108
8190,Côte-Sainte-Catherine,Vincent-d'Indy,Outremont,295776.34,5041319.5,-73.6154895316841,45.5117371326574
8195,Claude-Champagne,Côte-Sainte-Catherine,Outremont,295960.41,5041457.5,-73.613136199999,45.5129812690429
8201,Côte-Sainte-Catherine,Maplewood / Villeneuve,Outremont,297420.41,5041778,-73.5944547953855,45.5158822348874
8204,Côte-Sainte-Catherine,McEachran,Outremont,296284.79,5041644.66,-73.6089877816679,45.514669445412
8205,Côte-Sainte-Catherine,McNider,Outremont,297529.94,5041763.5,-73.5930526569436,45.5157529087168
8206,Côte-Sainte-Catherine,Outremont,Outremont,296826.66,5041771.5,-73.6020543596297,45.5158172085954
8256,Côte-Vertu,Décarie,Saint-Laurent,290519.64,5041608.28,-73.6827756642931,45.5142478510108
8257,Décarie,Decelles,Saint-Laurent,290698.4,5041448.39,-73.680483110898,45.5128127397165
8258,Décarie,Dion,Saint-Laurent,291589.3,5040623.8,-73.6690585257412,45.5054102107922
8260,Décarie,Église,Saint-Laurent,290857.91,5041304.8,-73.678437506316,45.5115238707792
8263,Décarie,Saint-Louis,Saint-Laurent,291318.22,5040908.64,-73.6725353753514,45.5079681236595
8335,Ducharme,McEachran,Outremont,295525.69,5042146.5,-73.6187131207773,45.5191755139296
8458,Filion,Henri-Bourassa,Saint-Laurent,289584.88,5043111.5,-73.6947863472703,45.527754580895
8481,Cobourg,Fleury,Montréal-Nord,293876.11,5049144,-73.6399842529096,45.582117420102
8483,Fleury,Lausanne,Montréal-Nord,293738.13,5048992.5,-73.6417489625016,45.5807520005681
8490,Fleury,Saint-Vital,Montréal-Nord,293967.28,5049251.5,-73.6388183417906,45.5830861606052
8548,Galt,Wellington,Verdun,299551.91,5035777.5,-73.5671086112751,45.4619063577755
8549,Bannantyne,Galt,Verdun,298875.72,5035820.5,-73.5757557293271,45.4622878856006
8551,Champlain,Galt,Verdun,298594.72,5035838.46,-73.5793491926584,45.4624470588609
8553,Galt,LaSalle,Verdun,299875.78,5035758.5,-73.5629670186019,45.4617377444583
8554,Galt,Verdun,Verdun,299214.34,5035799,-73.5714254424994,45.4620972077222
8604,Gouin,Saint-Michel,Montréal-Nord,292960.81,5049441.13,-73.6517205319769,45.58477610185
8610,Alexander,Gouin,Pierrefonds - Roxboro,283012.88,5040532.5,-73.7788066437334,45.5043735089279
8616,Audoin,Gouin,Montréal-Nord,292959.75,5049749.71,-73.6517415968584,45.5875527690822
8623,Belleville de,Gouin,Montréal-Nord,293038.75,5050038.27,-73.6507361066064,45.5901506482687
8638,Gouin,Centre-Commercial,Pierrefonds - Roxboro,280789,5041267.47,-73.8073009075823,45.5109139803275
8649,Dollard,Gouin,Pierrefonds - Roxboro,281978.69,5040734.5,-73.7920502540752,45.5061580995405
8674,Gouin,Hortie,Pierrefonds - Roxboro,283391.69,5040769.5,-73.7739694674585,45.5065178402687
8679,Archevêque l',Gouin,Montréal-Nord,293967.05,5051738.84,-73.6388764833476,45.6054678876752
8692,Boulevard le,Gouin,Pierrefonds - Roxboro,281038.51,5041200.54,-73.8041043963092,45.510320270521
8696,Gouin,Sunnybrooke / Lucerne,Pierrefonds - Roxboro,282440.94,5040596.5,-73.7861285044047,45.5049313029813
8699,Gouin,Meighen,Pierrefonds - Roxboro,280278.06,5041265.7,-73.8138399044175,45.5108802748839
8707,Gouin,Orléans,Pierrefonds - Roxboro,283531.41,5040848.5,-73.7721848691401,45.5072329821348
8714,Gouin,Pierrefonds,Pierrefonds - Roxboro,279875.61,5041128.25,-73.8189835264821,45.5096291943791
8732,Gouin,Saint-Jean,Pierrefonds - Roxboro,277216.26,5039356.66,-73.8529177837024,45.4935878558867
8742,Gouin,Sainte-Gertrude,Montréal-Nord,294003.74,5052063.44,-73.6384133087616,45.6083892870728
8743,Gouin,Sainte-Suzanne,Pierrefonds - Roxboro,283198.38,5040647.5,-73.7764379195215,45.5054140851488
8747,Gouin,Sources des,Pierrefonds - Roxboro,279665.97,5041010.92,-73.8216604531441,45.5085659028426
8752,Gouin,Wilfrid,Pierrefonds - Roxboro,283763.41,5040893,-73.7692177901674,45.5076404433685
8755,2 e Rue,Gouin,Pierrefonds - Roxboro,281368.5,5041014,-73.7998722621912,45.50865289325
8757,4 e Avenue,Gouin,Pierrefonds - Roxboro,280509.32,5041259.15,-73.8108798819993,45.5108294293201
8768,Grandes-Prairies,Lacordaire,Saint-Léonard,296066.99,5051030.64,-73.6119430117715,45.599124877196
8771,Grandes-Prairies,Pascal-Gagnon,Saint-Léonard,296936.5,5052094,-73.6008144601444,45.6087036413633
8772,Grandes-Prairies,Le Prado,Saint-Léonard,296274.69,5051315,-73.6092856072882,45.6016862001849
8777,Grandes-Prairies,Viau,Saint-Léonard,295590.22,5050049,-73.6180358972649,45.5902856672349
8788,Grenet,Henri-bourassa,Saint-Laurent,288723.88,5042591.5,-73.7057918726098,45.5230561185844
8792,Grenet,Laval,Saint-Laurent,288858.09,5042489.5,-73.7040705309397,45.5221413698223
8794,Grenet,Poirier,Saint-Laurent,289295.88,5042103.91,-73.6984542683101,45.5186815704843
8796,Grenet,Tassé,Saint-Laurent,289803.63,5041631.52,-73.6919406036509,45.5144419421629
8797,Grenet,Thimens,Saint-Laurent,289833.26,5041603,-73.6915604966538,45.5141859454694
8830,Henri-Bourassa,Saint-Michel,Montréal-Nord,293069.49,5049345.87,-73.6503255028183,45.5839207678144
8831,Henri-Bourassa,Séguin,Ahuntsic - Cartierville,292475.43,5047950.72,-73.6579031131429,45.5713565489257
8832,Henri-Bourassa,Toupin,Saint-Laurent,287586.12,5041573.12,-73.7203205710783,45.5138652231914
8833,Albert-Hudon,Henri-Bourassa,Montréal-Nord,296569.55,5052448.62,-73.6055249397719,45.6118903506368
8834,Alfred,Henri-Bourassa,Montréal-Nord,294786.97,5051558.67,-73.6283615857315,45.6038589679583
8838,Bellevois,Henri-Bourassa,Montréal-Nord,294209.11,5051281.31,-73.6357633957589,45.6013546503325
8840,Brabant-Marineau,Henri-Bourassa,Saint-Laurent,285525.98,5040149.32,-73.7466321283093,45.5009994881619
8844,Miniac de,Henri-Bourassa,Saint-Laurent,285039.07,5039649.11,-73.752842467029,45.4964848018213
8845,Désy,Henri-Bourassa,Montréal-Nord,295645.18,5051967.48,-73.6173674966246,45.6075493740652
8847,Duchesne,Henri-Bourassa,Saint-Laurent,287738.19,5041784.5,-73.7183815971121,45.5157710309508
8848,Dutrisac,Henri-bourassa,Saint-Laurent,289738.28,5043166,-73.6928241833149,45.5282483222118
8851,Gariépy,Henri-Bourassa,Montréal-Nord,293610.73,5050551.57,-73.6434172073765,45.5947788928986
8852,Garon,Henri-Bourassa,Montréal-Nord,293812.68,5050899.82,-73.6408365826175,45.5979157556098
8853,Georges-Pichet,Henri-Bourassa,Montréal-Nord,294598.35,5051467.57,-73.630777680383,45.6030364850859
8854,Guenette,Henri-Bourassa,Saint-Laurent,286139.28,5040776.85,-73.7388082280463,45.50666289758
8855,Halpern,Henri-Bourassa,Saint-Laurent,284874.26,5039471.04,-73.7549439710265,45.494877778106
8860,Henri-Bourassa,Jean-Meunier,Montréal-Nord,295158.99,5051735.29,-73.6235959934341,45.6054534976708
8861,Henri-Bourassa,Jules-Poitras,Saint-Laurent,290388.12,5043299.5,-73.6845087291112,45.5294633410761
8862,Archevêque l',Henri-Bourassa,Montréal-Nord,294274.25,5051312.03,-73.6349290385619,45.6016320658497
8863,Henri-Bourassa,Lacordaire,Montréal-Nord,295441.32,5051870.53,-73.6199791765244,45.606674279154
8868,Henri-Bourassa,Leblanc,Montréal-Nord,293154.96,5049633.38,-73.6492370705409,45.5865092963638
8870,Henri-Bourassa,Londres,Saint-Laurent,288954.22,5042736,-73.7028479609261,45.5243616527526
8871,Henri-Bourassa,MacQueen,Saint-Laurent,286942.32,5041352.21,-73.728552460756,45.5118612095004
8872,Henri-Bourassa,Marette,Saint-Laurent,287098.1,5041360.81,-73.7265590284531,45.5119425669327
8873,Henri-Bourassa,Mère Anselme / Parc-Georges,Montréal-Nord,293240.17,5049886.49,-73.6481510563301,45.5887882688796
8883,Henri-Bourassa,Récollets des,Montréal-Nord,293565.39,5050472.35,-73.6439965227838,45.5940653199147
8884,Henri-Bourassa,Rolland,Montréal-Nord,296006.04,5052139.39,-73.6127442730213,45.6091009218601
8885,Henri-Bourassa,Rome de,Montréal-Nord,293417.75,5050220.6,-73.645882982532,45.59179760733
8888,Henri-Bourassa,Saint-Vital,Montréal-Nord,293341.75,5050091.3,-73.6468540148809,45.5906328841266
8889,Henri-Bourassa,Sainte-Colette,Montréal-Nord,295110.06,5051712.55,-73.6242228140228,45.6052481971636
8890,Henri-Bourassa,Sainte-Gertrude,Montréal-Nord,294483.79,5051412.19,-73.6322450809573,45.6025364714806
8891,Henri-Bourassa,Salk,Montréal-Nord,294916.62,5051620.45,-73.6267007989198,45.6044167351349
8892,Henri-Bourassa,Sartelon,Saint-Laurent,286792.37,5041345.8,-73.7304713527619,45.5117996742294
8893,Henri-Bourassa,Sorbonne de la,Saint-Laurent,289140.81,5042849.5,-73.7004629923132,45.525387180977
8895,Henri-Bourassa,Valiquette,Saint-Laurent,285396.08,5040018,-73.7482891311436,45.4998142239562
8896,Henri-Bourassa,Vermandère Place,Saint-Laurent,287349.23,5041372.83,-73.7233453758326,45.5120570564598
8944,Aimé-Renaud,Jarry,Saint-Léonard,297815.13,5049598.5,-73.5895142368498,45.5862578442929
8948,Béarn du,Jarry,Saint-Léonard,298169.72,5050157,-73.5849775953844,45.5912868566563
8951,Champ d'eau,Jarry,Saint-Léonard,298750.09,5051052,-73.5775503288618,45.5993456046077
8957,Jarry,Ligneris de,Saint-Léonard,297380.53,5048905.5,-73.5950732969646,45.5800175285871
8961,Galeries d'Anjou les,Jarry,Anjou,298915.12,5051341.63,-73.575438398267,45.6019531894188
8964,Jarry,Jean-Nicolet (Aunis),Saint-Léonard,297422.16,5048977,-73.5945409294722,45.5806613494399
8969,Jarry,Malouin,Saint-Léonard,298015.86,5049916,-73.5869462056622,45.58911678682
8971,Jarry,Nice,Saint-Léonard,297088.16,5048450,-73.5988125395693,45.5759156243407
8973,Jarry,Pascal-Gagnon,Saint-Léonard,298674.13,5050932.5,-73.5785225157899,45.5982696461833
8976,Jarry,Ray-Lawson,Anjou,299936.7,5052991.92,-73.5623592049045,45.616810819542
8977,Jarry,Salette de la,Saint-Léonard,298150.22,5050125,-73.5852270828453,45.5909987254865
8979,Jarry,Viau,Saint-Léonard,297206.35,5048637.81,-73.5973010807141,45.577606895043
9006,Jean-Rivard,Provencher,Saint-Léonard,296647.51,5048548.54,-73.6044602647503,45.5767972935044
9014,Jean-Rivard,Viau,Saint-Léonard,296954.53,5048797.1,-73.6005303239953,45.5790374399395
9016,Jean-Talon,Provencher,Saint-Léonard,297974.42,5047912.25,-73.5874493097793,45.571086042078
9019,Buies,Jean-Talon,Saint-Léonard,298072.69,5048089.5,-73.5861927159412,45.5726819495898
9021,De Cannes,Jean-Talon,Saint-Léonard,298161,5048241,-73.5850633157333,45.5740460415031
9024,De Bellefeuille,Jean-Talon,Saint-Léonard,298862,5050112,-73.576104385981,45.5908881893694
9025,Dollier,Jean-Talon,Saint-Léonard,298355.75,5048704,-73.5825741568228,45.5782140876107
9028,Galeries d'Anjou les,Jean-Talon,Anjou,299422.67,5051030.19,-73.5689286777082,45.5991548795354
