,stop_id,stop_code,stop_name,stop_url,wheelchair,route_id,loc_type,service_id,geometry
8577,60868,60868,de la Commune / Bonneau,http://m.stm.info/fr/horaires/arrets/60868/bus,1,715,0,20S,POINT (300879.6249519429 5041187.310721431)
8578,60869,60869,Terminus Lafleur / Newman,http://m.stm.info/fr/horaires/arrets/60869/bus,1,"110,495",0,20S,POINT (293221.6166067719 5031722.03035655)
8579,60870,60870,Terminus Lafleur / Newman,http://m.stm.info/fr/horaires/arrets/60870/bus,1,110,0,20S,POINT (293212.897534722 5031704.15457695)
8580,60871,60871,Lafleur / Monette,http://m.stm.info/fr/horaires/arrets/60871/bus,1,110,0,20S,POINT (292957.332819434 5031336.569901077)
8581,60874,60874,Terminus Lafleur / Newman,http://m.stm.info/fr/horaires/arrets/60874/bus,2,112,0,20S,POINT (293190.6841007855 5031667.522826067)
8582,60875,60875,Terminus Lafleur / Newman,http://m.stm.info/fr/horaires/arrets/60875/bus,1,113,0,20S,POINT (293173.7351782453 5031685.00141643)
8583,60876,60876,Terminus Lafleur / Newman,http://m.stm.info/fr/horaires/arrets/60876/bus,1,116,0,20S,POINT (293147.7853215054 5031701.496545694)
8584,60887,60887,Chabanel / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/60887/bus,1,54,0,20S,POINT (293000.1075385805 5044927.303845203)
8585,60888,60888,Auto Plaza / Brunswick,http://m.stm.info/fr/horaires/arrets/60888/bus,1,201,0,20S,POINT (278798.3683404034 5036315.801676037)
8586,60889,60889,Brunswick / Terminus Fairview,http://m.stm.info/fr/horaires/arrets/60889/bus,1,"201,485",0,20S,POINT (278897.1891344747 5036329.507350407)
8587,60890,60890,Guénette / Bois-Franc,http://m.stm.info/fr/horaires/arrets/60890/bus,2,164,0,20S,POINT (286659.3361242231 5040292.026093218)
8588,60891,60891,Thimens / Bois-Franc,http://m.stm.info/fr/horaires/arrets/60891/bus,1,164,0,20S,POINT (286550.5652534267 5040134.423664425)
8589,60898,60898,Rodolphe-Forget / Fernand-Forest,http://m.stm.info/fr/horaires/arrets/60898/bus,2,81,0,20S,POINT (298549.3984336325 5056753.919078631)
8590,60901,60901,Rodolphe-Forget / No 12420,http://m.stm.info/fr/horaires/arrets/60901/bus,2,81,0,20S,POINT (298699.5886729707 5056511.166214081)
8591,60987,60987,Institut national de santé (Ste-Marie/No 20045),http://m.stm.info/fr/horaires/arrets/60987/bus,2,419,0,20S,POINT (272954.9216068707 5032675.661111865)
8592,60993,60993,Saint-Denis / Saint-Joseph,http://m.stm.info/fr/horaires/arrets/60993/bus,1,427,0,20S,POINT (297960.6245082562 5042899.562350009)
8593,60994,60994,René-Lévesque / Sanguinet,http://m.stm.info/fr/horaires/arrets/60994/bus,1,427,0,20S,POINT (300188.5951284702 5041295.910640756)
8594,60997,60997,YUL Aéroport Montréal-Trudeau,http://m.stm.info/fr/horaires/arrets/60997/bus,1,747,0,20S,POINT (285120.8788364351 5035212.745819794)
8595,60999,60999,Station Guy-Concordia (Maisonneuve / St-Mathieu),http://m.stm.info/fr/horaires/arrets/60999/bus,1,427,0,20S,POINT (298528.9758848965 5039450.247841254)
8596,61000,61000,32e Avenue / Louis-A.-Amos,http://m.stm.info/fr/horaires/arrets/61000/bus,1,196,0,20S,POINT (288620.2082202148 5035766.864557296)
8597,61001,61001,32e Avenue / Joseph-Dubreuil,http://m.stm.info/fr/horaires/arrets/61001/bus,2,196,0,20S,POINT (288424.3217968751 5035952.403982217)
8598,61002,61002,Joseph-Dubreuil / Onésime-Gagnon,http://m.stm.info/fr/horaires/arrets/61002/bus,1,196,0,20S,POINT (288368.2220470275 5036300.16657536)
8599,61003,61003,Louis-A.-Amos / Onésime-Gagnon,http://m.stm.info/fr/horaires/arrets/61003/bus,1,196,0,20S,POINT (288825.5358055063 5035999.046512881)
8600,61005,61005,Onésime-Gagnon / Joseph-Dubreuil,http://m.stm.info/fr/horaires/arrets/61005/bus,2,196,0,20S,POINT (288417.8943053143 5036306.704741237)
8601,61006,61006,32e Avenue / Joseph-Dubreuil,http://m.stm.info/fr/horaires/arrets/61006/bus,1,196,0,20S,POINT (288249.495117173 5036083.329058941)
8602,61007,61007,32e Avenue / Louis-A.-Amos,http://m.stm.info/fr/horaires/arrets/61007/bus,1,196,0,20S,POINT (288581.9708270181 5035768.518916725)
8603,61009,61009,LaSalle / Lyette,http://m.stm.info/fr/horaires/arrets/61009/bus,1,495,0,20S,POINT (291840.1004676137 5032090.450413328)
8604,61010,61010,LaSalle / Dupras,http://m.stm.info/fr/horaires/arrets/61010/bus,1,495,0,20S,POINT (292062.7318272141 5031903.187251179)
8605,61012,61012,LaSalle / Dupras,http://m.stm.info/fr/horaires/arrets/61012/bus,1,495,0,20S,POINT (292100.2650667541 5031889.553611316)
8606,61013,61013,LaSalle / Lyette,http://m.stm.info/fr/horaires/arrets/61013/bus,1,495,0,20S,POINT (291866.2289836602 5032087.173906522)
8607,61016,61016,Carrefour Angrignon,http://m.stm.info/fr/horaires/arrets/61016/bus,1,495,0,20S,POINT (295512.708923611 5034041.837813378)
8608,61020,61020,Chabanel / de l'Esplanade,http://m.stm.info/fr/horaires/arrets/61020/bus,1,54,0,20S,POINT (292847.862831919 5044615.201179464)
8609,61021,61021,Chabanel / Charles-De La Tour,http://m.stm.info/fr/horaires/arrets/61021/bus,1,19,0,20S,POINT (292425.2227504728 5043507.706080961)
8610,61022,61022,Chabanel / Meunier,http://m.stm.info/fr/horaires/arrets/61022/bus,1,54,0,20S,POINT (292845.8731052204 5044554.638232626)
8611,61023,61023,Rachel / Marquette,http://m.stm.info/fr/horaires/arrets/61023/bus,1,29,0,20S,POINT (299325.1990030808 5043340.85784105)
8612,61028,61028,Chabanel / Clark,http://m.stm.info/fr/horaires/arrets/61028/bus,1,"54,55",0,20S,POINT (292949.6314305027 5044869.943990032)
8613,61030,61030,Chénier / Honoré-Beaugrand,http://m.stm.info/fr/horaires/arrets/61030/bus,1,28,0,20S,POINT (301370.3023378432 5051003.272063509)
8614,61042,61042,Station Place-des-Arts / Jeanne-Mance,http://m.stm.info/fr/horaires/arrets/61042/bus,1,"80,480",0,20S,POINT (299451.9183258149 5040989.552197139)
8615,61046,61046,Rachel / Cuvillier,http://m.stm.info/fr/horaires/arrets/61046/bus,2,"67,467",0,20S,POINT (300178.1796678677 5045291.413707288)
8616,61047,61047,Victoria / 15e Avenue,http://m.stm.info/fr/horaires/arrets/61047/bus,1,496,0,20S,POINT (290899.2326711927 5032941.266500779)
8617,61048,61048,Victoria / 15e Avenue,http://m.stm.info/fr/horaires/arrets/61048/bus,1,496,0,20S,POINT (290958.2776951794 5032965.362606091)
8618,61049,61049,Jeanne-Mance / du Président-Kennedy,http://m.stm.info/fr/horaires/arrets/61049/bus,1,"125,129,365",0,20S,POINT (299396.5023641043 5040970.929709742)
8619,61081,61081,Laurentien / Émile-Nelligan,http://m.stm.info/fr/horaires/arrets/61081/bus,2,"180,365",0,20S,POINT (287399.1791552257 5043285.150090335)
8620,61082,61082,Laurentien / No 12260,http://m.stm.info/fr/horaires/arrets/61082/bus,2,"180,365",0,20S,POINT (287467.8932002022 5043220.281082939)
8621,61095,61095,Molson / No 4803,http://m.stm.info/fr/horaires/arrets/61095/bus,1,25,0,20S,POINT (299402.5811899808 5044674.254252132)
8622,61096,61096,Molson / Saint-Joseph,http://m.stm.info/fr/horaires/arrets/61096/bus,1,25,0,20S,POINT (299163.9218553659 5044750.589258838)
8623,61097,61097,Molson / Saint-Joseph,http://m.stm.info/fr/horaires/arrets/61097/bus,1,25,0,20S,POINT (299117.3832118887 5044754.743135106)
8624,61098,61098,Molson / No 4801,http://m.stm.info/fr/horaires/arrets/61098/bus,1,25,0,20S,POINT (299396.3222246312 5044660.812752843)
8625,61100,61100,Kieran / No 5600,http://m.stm.info/fr/horaires/arrets/61100/bus,2,220,0,20S,POINT (284558.0658467222 5040088.189220002)
8626,61101,61101,Kieran / No 5825,http://m.stm.info/fr/horaires/arrets/61101/bus,2,220,0,20S,POINT (284459.0283435319 5039961.152548006)
8627,61103,61103,Kieran / No 5900,http://m.stm.info/fr/horaires/arrets/61103/bus,2,220,0,20S,POINT (284416.6915196418 5039823.375596613)
8628,61104,61104,Kieran / No 5900,http://m.stm.info/fr/horaires/arrets/61104/bus,2,220,0,20S,POINT (284405.216753715 5039827.635860723)
8629,61105,61105,Kieran / No 5825,http://m.stm.info/fr/horaires/arrets/61105/bus,2,220,0,20S,POINT (284437.5180100713 5039955.443437907)
8630,61106,61106,Kieran / No 5600,http://m.stm.info/fr/horaires/arrets/61106/bus,2,220,0,20S,POINT (284578.0979317867 5040096.126133947)
8631,61108,61108,du Président-Kennedy / Saint-Urbain,http://m.stm.info/fr/horaires/arrets/61108/bus,1,80,0,20S,POINT (299495.4224543674 5041059.749872175)
8632,61110,61110,Lucien-Thimens / Alexis-Nihon,http://m.stm.info/fr/horaires/arrets/61110/bus,2,70,0,20S,POINT (289503.8744164368 5041016.249134131)
8633,61111,61111,Lucien-Thimens / Alexis-Nihon,http://m.stm.info/fr/horaires/arrets/61111/bus,2,70,0,20S,POINT (289489.5936110344 5041023.840882502)
8634,61113,61113,Station Saint-Michel (Édicule Est),http://m.stm.info/fr/horaires/arrets/61113/bus,1,188,0,20S,POINT (297005.8722687658 5046700.149088135)
8635,61115,61115,Gouin / No 7015,http://m.stm.info/fr/horaires/arrets/61115/bus,1,"33,48",0,20S,POINT (295522.1676990705 5054408.655836018)
8636,61116,61116,Marie-Curie / Frederick-Banting,http://m.stm.info/fr/horaires/arrets/61116/bus,2,72,0,20S,POINT (283826.9819075767 5038032.878574628)
8637,61117,61117,Saint-Hubert / de Louvain,http://m.stm.info/fr/horaires/arrets/61117/bus,1,41,0,20S,POINT (293074.9792277089 5045962.133526712)
8638,61118,61118,De Lorimier / de Port-Royal,http://m.stm.info/fr/horaires/arrets/61118/bus,2,41,0,20S,POINT (293638.6884326592 5047537.844401143)
8639,61120,61120,De Lorimier / Sauvé,http://m.stm.info/fr/horaires/arrets/61120/bus,2,41,0,20S,POINT (293477.3104082159 5047648.266004221)
8640,61121,61121,des Anciens-Combattants / No 305,http://m.stm.info/fr/horaires/arrets/61121/bus,2,212,0,20S,POINT (269636.7330240826 5030254.863320127)
8641,61122,61122,Molson / William-Tremblay,http://m.stm.info/fr/horaires/arrets/61122/bus,1,25,0,20S,POINT (299658.8386946339 5044624.029752826)
8642,61124,61124,Viau / Beaubien,http://m.stm.info/fr/horaires/arrets/61124/bus,1,353,0,20S,POINT (299204.3674646649 5047891.244050766)
8643,61125,61125,des Sources / Cardinal,http://m.stm.info/fr/horaires/arrets/61125/bus,2,354,0,20S,POINT (282865.2159111953 5034547.646642366)
8644,61127,61127,de Salaberry / Tecumseh,http://m.stm.info/fr/horaires/arrets/61127/bus,1,376,0,20S,POINT (279897.7017117374 5037998.883904655)
8645,61128,61128,de Salaberry / Frontenac,http://m.stm.info/fr/horaires/arrets/61128/bus,2,376,0,20S,POINT (279481.0051665602 5037743.61279566)
8646,61129,61129,de Salaberry / Blue Haven,http://m.stm.info/fr/horaires/arrets/61129/bus,1,376,0,20S,POINT (279044.1090441172 5037432.552629711)
8647,61130,61130,de Salaberry / Hurteau,http://m.stm.info/fr/horaires/arrets/61130/bus,1,376,0,20S,POINT (278705.821705655 5037191.681076739)
8648,61131,61131,de Salaberry / Barcelone,http://m.stm.info/fr/horaires/arrets/61131/bus,2,376,0,20S,POINT (281289.9758392817 5038589.073537847)
8649,61132,61132,de Salaberry / Saint-Jean,http://m.stm.info/fr/horaires/arrets/61132/bus,1,376,0,20S,POINT (278650.8714249654 5037120.229493711)
8650,61133,61133,de Salaberry / Blue Haven,http://m.stm.info/fr/horaires/arrets/61133/bus,2,376,0,20S,POINT (279022.0974495063 5037403.304102382)
8651,61134,61134,de Salaberry / Frontenac,http://m.stm.info/fr/horaires/arrets/61134/bus,2,376,0,20S,POINT (279467.9342379157 5037720.550071979)
8652,61135,61135,de Salaberry / Tecumseh,http://m.stm.info/fr/horaires/arrets/61135/bus,2,376,0,20S,POINT (279874.7795585264 5037975.081478167)
8653,61136,61136,de Salaberry / Madrid,http://m.stm.info/fr/horaires/arrets/61136/bus,1,376,0,20S,POINT (281062.7275952147 5038400.448702876)
8654,61137,61137,de Salaberry / des Sources,http://m.stm.info/fr/horaires/arrets/61137/bus,2,376,0,20S,POINT (281319.4894449916 5038579.850330993)
8655,61138,61138,Hyman / Sunshine,http://m.stm.info/fr/horaires/arrets/61138/bus,2,356,0,20S,POINT (281297.969400861 5039054.01886643)
8656,61139,61139,Hyman / Davignon,http://m.stm.info/fr/horaires/arrets/61139/bus,2,356,0,20S,POINT (281659.6073094249 5039259.158663625)
8657,61141,61141,Hyman / Forest,http://m.stm.info/fr/horaires/arrets/61141/bus,2,356,0,20S,POINT (281849.6093607807 5039492.282611373)
8658,61142,61142,Hyman / Maisonneuve,http://m.stm.info/fr/horaires/arrets/61142/bus,2,356,0,20S,POINT (282149.793125476 5039572.874415159)
8659,61143,61143,Gare Sunnybrooke (Sunnybrooke / Gouin),http://m.stm.info/fr/horaires/arrets/61143/bus,1,356,0,20S,POINT (282437.0637029862 5040550.24926095)
8660,61144,61144,Gare Sunnybrooke (Gouin / Sunnybrooke),http://m.stm.info/fr/horaires/arrets/61144/bus,1,356,0,20S,POINT (282407.7331459156 5040542.907989759)
8661,61145,61145,Sunnybrooke / Cérès,http://m.stm.info/fr/horaires/arrets/61145/bus,1,356,0,20S,POINT (282353.1051653305 5040344.954927242)
8662,61148,61148,Hyman / Forest,http://m.stm.info/fr/horaires/arrets/61148/bus,1,356,0,20S,POINT (281863.928147956 5039518.012867479)
8663,61149,61149,Hyman / Davignon,http://m.stm.info/fr/horaires/arrets/61149/bus,1,356,0,20S,POINT (281671.3763706479 5039292.565970457)
8664,61150,61150,Hyman / Sunshine,http://m.stm.info/fr/horaires/arrets/61150/bus,2,356,0,20S,POINT (281272.4281139205 5039058.893173992)
8665,61151,61151,Saint-Denis / René-Lévesque,http://m.stm.info/fr/horaires/arrets/61151/bus,1,715,0,20S,POINT (300210.0320191479 5041441.142791096)
8666,61153,61153,Station Berri-UQAM (Berri / Ste-Catherine),http://m.stm.info/fr/horaires/arrets/61153/bus,1,"30,747",0,20S,POINT (300097.3065592606 5041675.934440829)
8667,61176,61176,André-Laurendeau / Rachel,http://m.stm.info/fr/horaires/arrets/61176/bus,1,25,0,20S,POINT (299944.2257486694 5044771.051201161)
8668,61187,61187,Victoria / No 7361,http://m.stm.info/fr/horaires/arrets/61187/bus,1,124,0,20S,POINT (293126.2110073836 5040009.954711271)
8669,61201,61201,Maurice-Duplessis / No 10000,http://m.stm.info/fr/horaires/arrets/61201/bus,2,"48,81,448",0,20S,POINT (300489.2086621565 5057091.902643966)
8670,61204,61204,Charlevoix / Rufus-Rockhead,http://m.stm.info/fr/horaires/arrets/61204/bus,1,71,0,20S,POINT (299028.6235285684 5037906.057810446)
8671,61207,61207,Station LaSalle,http://m.stm.info/fr/horaires/arrets/61207/bus,1,71,0,20S,POINT (299569.9777173233 5036757.165958484)
8672,61209,61209,Charlevoix / Sainte-Cunégonde,http://m.stm.info/fr/horaires/arrets/61209/bus,1,71,0,20S,POINT (299010.1355533304 5037949.304455585)
8673,61210,61210,Charlevoix / Fauteux,http://m.stm.info/fr/horaires/arrets/61210/bus,1,71,0,20S,POINT (298910.1009928525 5038065.417357516)
8674,61216,61216,De Contrecoeur / Sherbrooke,http://m.stm.info/fr/horaires/arrets/61216/bus,1,26,0,20S,POINT (302730.1646098644 5052455.843036302)
8675,61218,61218,De Contrecoeur / Rousseau,http://m.stm.info/fr/horaires/arrets/61218/bus,1,26,0,20S,POINT (301990.3139215148 5052654.948022379)
8676,61221,61221,Anne-Courtemanche / Claude-Masson,http://m.stm.info/fr/horaires/arrets/61221/bus,1,26,0,20S,POINT (301876.266860443 5052608.435715682)
8677,61223,61223,Claude-Masson / Anne-Courtemanche,http://m.stm.info/fr/horaires/arrets/61223/bus,1,26,0,20S,POINT (301639.8140034715 5052653.448346959)
8678,61224,61224,Claude-Masson / Anne-Courtemanche,http://m.stm.info/fr/horaires/arrets/61224/bus,1,26,0,20S,POINT (301858.0089619731 5052592.552306937)
8679,61225,61225,De Contrecoeur / Rousseau,http://m.stm.info/fr/horaires/arrets/61225/bus,1,26,0,20S,POINT (301964.8069915366 5052647.624778671)
8680,61226,61226,De Contrecoeur / Jean-Pierre-Ronfard,http://m.stm.info/fr/horaires/arrets/61226/bus,1,26,0,20S,POINT (302119.5263445068 5052604.881594725)
8681,61228,61228,De Contrecoeur / Sherbrooke,http://m.stm.info/fr/horaires/arrets/61228/bus,1,26,0,20S,POINT (302715.5759599677 5052445.179149192)
8682,61229,61229,Georges-V / Hochelaga,http://m.stm.info/fr/horaires/arrets/61229/bus,1,26,0,20S,POINT (303630.310233329 5052474.613558709)
8683,61230,61230,Station Radisson (Des Groseilliers / Sherbrooke),http://m.stm.info/fr/horaires/arrets/61230/bus,1,"26,428",0,20S,POINT (301672.9163128712 5049911.238652266)
8684,61231,61231,De Contrecoeur / Myra-Cree,http://m.stm.info/fr/horaires/arrets/61231/bus,1,26,0,20S,POINT (302347.7164720406 5052558.223356262)
8685,61232,61232,Lake / face au Centre civique,http://m.stm.info/fr/horaires/arrets/61232/bus,1,475,0,20S,POINT (280822.138105808 5038427.145108352)
8686,61234,61234,Sainte-Marie / de l'Anse-à-l'Orme,http://m.stm.info/fr/horaires/arrets/61234/bus,2,419,0,20S,POINT (273620.8389444121 5033003.054592066)
8687,61237,61237,Bloomfield / No 8120,http://m.stm.info/fr/horaires/arrets/61237/bus,1,193,0,20S,POINT (294140.9130332048 5043456.101864505)
8688,61240,61240,Saint-Michel / Gouin,http://m.stm.info/fr/horaires/arrets/61240/bus,2,43,0,20S,POINT (292981.2916972841 5049438.746191642)
8689,61241,61241,de Louvain / Millen,http://m.stm.info/fr/horaires/arrets/61241/bus,2,41,0,20S,POINT (293067.2904992025 5045775.446417303)
8690,61242,61242,Charland / Parthenais,http://m.stm.info/fr/horaires/arrets/61242/bus,1,"41,54",0,20S,POINT (293772.6075626764 5047655.851737284)
8691,61243,61243,Charland / Parthenais,http://m.stm.info/fr/horaires/arrets/61243/bus,1,"41,54",0,20S,POINT (293778.6741308839 5047687.847108445)
8692,61248,61248,Marcel-Laurin / No 1515,http://m.stm.info/fr/horaires/arrets/61248/bus,1,215,0,20S,POINT (289508.5848874755 5041698.695077854)
8693,61249,61249,Marcel-Laurin / No 1515,http://m.stm.info/fr/horaires/arrets/61249/bus,1,215,0,20S,POINT (289527.2926269643 5041648.751527886)
8694,61250,61250,de l'Anse-à-l'Orme / Timberlea-Trail,http://m.stm.info/fr/horaires/arrets/61250/bus,2,425,0,20S,POINT (273425.2927235888 5033139.496498629)
8695,61253,61253,Sainte-Anne / Terminus Macdonald,http://m.stm.info/fr/horaires/arrets/61253/bus,1,405,0,20S,POINT (270340.4061278274 5029407.03757474)
8696,61254,61254,de Pierrefonds / du Château-Pierrefonds,http://m.stm.info/fr/horaires/arrets/61254/bus,1,485,0,20S,POINT (274071.9180338223 5035569.652299593)
8697,61256,61256,de Pierrefonds / Winnie-Wakefield,http://m.stm.info/fr/horaires/arrets/61256/bus,2,"470,485",0,20S,POINT (273981.2280929886 5035544.202412018)
8698,61257,61257,de Pierrefonds / du Palomino,http://m.stm.info/fr/horaires/arrets/61257/bus,2,"470,485",0,20S,POINT (273214.0734206956 5035122.706425373)
8699,61258,61258,de Pierrefonds / du Palomino,http://m.stm.info/fr/horaires/arrets/61258/bus,2,"470,485",0,20S,POINT (273240.3016567631 5035143.578729548)
8700,61260,61260,Herron / Dumont,http://m.stm.info/fr/horaires/arrets/61260/bus,1,405,0,20S,POINT (285135.2109039812 5034293.539977098)
8701,61261,61261,YUL Aéroport Montréal-Trudeau,http://m.stm.info/fr/horaires/arrets/61261/bus,1,"356,747",0,20S,POINT (285121.1325978881 5035218.857211821)
8702,61262,61262,Saint-Jean / Autoroute 20,http://m.stm.info/fr/horaires/arrets/61262/bus,1,202,0,20S,POINT (280170.3629522568 5033542.55262485)
8703,61263,61263,Station Angrignon,http://m.stm.info/fr/horaires/arrets/61263/bus,1,495,0,20S,POINT (296630.8381640419 5034090.627859388)
8704,61264,61264,Louis-H.-La Fontaine / No 7755,http://m.stm.info/fr/horaires/arrets/61264/bus,2,141,0,20S,POINT (300044.0950377557 5051438.778747186)
8705,61271,61271,des Jockeys / Clanranald,http://m.stm.info/fr/horaires/arrets/61271/bus,1,92,0,20S,POINT (292610.0648365733 5039265.137049932)
8706,61272,61272,Saint-Denis / Roy,http://m.stm.info/fr/horaires/arrets/61272/bus,1,427,0,20S,POINT (299151.5038761895 5042147.464900757)
8707,61273,61273,Armand-Chaput / Rolland-Jeanneau,http://m.stm.info/fr/horaires/arrets/61273/bus,1,428,0,20S,POINT (302048.2838167673 5058367.056627344)
8708,61274,61274,Stationnement incitatif Saint-Martin,http://m.stm.info/fr/horaires/arrets/61274/bus,2,439,0,20S,POINT (292049.795012922 5052417.711055225)
8709,61280,61280,École Saint-Laurent,http://m.stm.info/fr/horaires/arrets/61280/bus,2,"128,171",0,20S,POINT (289065.9222627303 5040741.170620965)
8710,61299,61299,Saint-Hubert / Laurier,http://m.stm.info/fr/horaires/arrets/61299/bus,1,47,0,20S,POINT (297960.5117641474 5043225.954516293)
8711,61301,61301,Saint-Hubert / Saint-Grégoire,http://m.stm.info/fr/horaires/arrets/61301/bus,2,47,0,20S,POINT (297639.4741777966 5043427.57137528)
8712,61302,61302,Saint-Grégoire / Chambord,http://m.stm.info/fr/horaires/arrets/61302/bus,1,47,0,20S,POINT (297912.8660504199 5043867.455874047)
8713,61309,61309,Saint-Jean / Brunswick,http://m.stm.info/fr/horaires/arrets/61309/bus,1,382,0,20S,POINT (278998.4978187341 5036511.235403305)
8714,61311,61311,Sherbrooke / Stationnement incitatif,http://m.stm.info/fr/horaires/arrets/61311/bus,2,"430,486",0,20S,POINT (304374.9626539243 5058716.980218064)
8715,61312,61312,de Pierrefonds / Winnie-Wakefield,http://m.stm.info/fr/horaires/arrets/61312/bus,1,470,0,20S,POINT (274019.7742111189 5035542.013187852)
8716,61315,61315,Rosemont / Marquette,http://m.stm.info/fr/horaires/arrets/61315/bus,1,"25,197",0,20S,POINT (297612.3739679781 5044452.343806016)
8717,61317,61317,Terminus Dorval,http://m.stm.info/fr/horaires/arrets/61317/bus,1,"191,195,203,204,460,495,496",0,20S,POINT (285718.2891913098 5034270.406801094)
8718,61320,61320,de Verdun / Brault,http://m.stm.info/fr/horaires/arrets/61320/bus,1,107,0,20S,POINT (299104.4757316777 5034218.256298679)
8719,61321,61321,de Pierrefonds / Winnie-Wakefield,http://m.stm.info/fr/horaires/arrets/61321/bus,1,485,0,20S,POINT (273964.4929228014 5035512.611777106)
8720,61323,61323,Décarie / Côte-Vertu,http://m.stm.info/fr/horaires/arrets/61323/bus,1,"378,380",0,20S,POINT (290542.7958499299 5041598.242084945)
8721,61324,61324,Jolicoeur / Drake,http://m.stm.info/fr/horaires/arrets/61324/bus,2,"112,350",0,20S,POINT (298400.8780685079 5035230.101227365)
8722,61328,61328,Station Lionel-Groulx,http://m.stm.info/fr/horaires/arrets/61328/bus,1,"78,405",0,20S,POINT (298475.5756699337 5038112.069977188)
8723,61329,61329,Station Lionel-Groulx / Saint-Jacques,http://m.stm.info/fr/horaires/arrets/61329/bus,1,411,0,20S,POINT (298459.2239773136 5038098.861966574)
8724,61330,61330,Station Lionel-Groulx / Saint-Jacques,http://m.stm.info/fr/horaires/arrets/61330/bus,1,"371,496",0,20S,POINT (298503.4306397889 5038137.046291886)
8725,61331,61331,Station Lionel-Groulx / Saint-Jacques,http://m.stm.info/fr/horaires/arrets/61331/bus,1,491,0,20S,POINT (298524.3990347475 5038154.917273049)
8726,61332,61332,Station de métro Lionel-Groulx,http://m.stm.info/fr/horaires/arrets/61332/bus,1,747,0,20S,POINT (298540.828949826 5038168.458766649)
8727,61333,61333,Station Lionel-Groulx,http://m.stm.info/fr/horaires/arrets/61333/bus,1,191,0,20S,POINT (298598.8786081131 5038134.950996878)
8728,61334,61334,Station de métro Lionel-Groulx,http://m.stm.info/fr/horaires/arrets/61334/bus,1,747,0,20S,POINT (298627.0353936464 5038069.912094004)
8729,61335,61335,Station Lionel-Groulx,http://m.stm.info/fr/horaires/arrets/61335/bus,1,350,0,20S,POINT (298615.7252671707 5038095.483164933)
8730,61340,61340,Transcanadienne / Edmond,http://m.stm.info/fr/horaires/arrets/61340/bus,1,419,0,20S,POINT (277818.8890258364 5035120.708043826)
8731,61355,61355,Ontario / Lespérance,http://m.stm.info/fr/horaires/arrets/61355/bus,1,"125,355",0,20S,POINT (300936.3360266652 5044206.036634029)
8732,61359,61359,Ontario / Lespérance,http://m.stm.info/fr/horaires/arrets/61359/bus,1,"125,355",0,20S,POINT (300938.1969619786 5044184.253769957)
8733,61369,61369,Saint-Grégoire / Rivard,http://m.stm.info/fr/horaires/arrets/61369/bus,1,47,0,20S,POINT (297554.22740402 5043265.417788284)
8734,61370,61370,Saint-Grégoire / de Mentana,http://m.stm.info/fr/horaires/arrets/61370/bus,1,47,0,20S,POINT (297699.9044511323 5043543.301360713)
8735,61371,61371,Stinson / Montpellier,http://m.stm.info/fr/horaires/arrets/61371/bus,2,"124,128,380",0,20S,POINT (291840.816867606 5042256.102226345)
8736,61374,61374,du Château-Pierrefonds / Oka,http://m.stm.info/fr/horaires/arrets/61374/bus,1,470,0,20S,POINT (273876.4668882196 5035997.136550652)
8737,61382,61382,Norman / Claire,http://m.stm.info/fr/horaires/arrets/61382/bus,2,116,0,20S,POINT (290751.0671905738 5034280.710331798)
8738,61393,61393,Gatineau / Queen-Mary,http://m.stm.info/fr/horaires/arrets/61393/bus,1,11,0,20S,POINT (295560.9828120488 5039526.037303578)
8739,61395,61395,de Pierrefonds / Winnie-Wakefield,http://m.stm.info/fr/horaires/arrets/61395/bus,1,485,0,20S,POINT (274013.9241021078 5035561.156582767)
8740,61396,61396,Sainte-Anne / Sainte-Marie,http://m.stm.info/fr/horaires/arrets/61396/bus,2,212,0,20S,POINT (269767.3648269511 5029296.177268622)
8741,61503,61503,Robert / Cluny,http://m.stm.info/fr/horaires/arrets/61503/bus,1,192,0,20S,POINT (296389.2754713673 5048949.70268)
8742,61525,61525,Gare Rivière-des-Prairies,http://m.stm.info/fr/horaires/arrets/61525/bus,1,"49,81",0,20S,POINT (301816.5882992891 5057967.415324913)
8743,61529,61529,Henri-Bourassa / 6e Avenue,http://m.stm.info/fr/horaires/arrets/61529/bus,1,40,0,20S,POINT (297526.6846453302 5053034.509231455)
8744,61530,61530,Henri-Bourassa / 6e Avenue,http://m.stm.info/fr/horaires/arrets/61530/bus,1,40,0,20S,POINT (297482.6896684223 5053026.225600603)
8745,61536,61536,Gare Rivière-des-Prairies,http://m.stm.info/fr/horaires/arrets/61536/bus,2,49,0,20S,POINT (301781.5331938504 5057991.770439301)
8746,61538,61538,YUL Aéroport Montréal-Trudeau / Transport Canada,http://m.stm.info/fr/horaires/arrets/61538/bus,1,356,0,20S,POINT (285158.0142174101 5034932.580507881)
8747,61539,61539,Roméo-Vachon / No 700,http://m.stm.info/fr/horaires/arrets/61539/bus,1,356,0,20S,POINT (285159.6098462472 5034917.572892085)
8748,61541,61541,Mc Millan / No 555,http://m.stm.info/fr/horaires/arrets/61541/bus,1,202,0,20S,POINT (285951.4179048504 5034826.800762264)
8749,61542,61542,Henri-Bourassa / Pie-IX,http://m.stm.info/fr/horaires/arrets/61542/bus,1,"48,49,69,380",0,20S,POINT (293671.57861007 5050626.599048789)
